0	0.0011375885
1	0.0015481313
2	0.0000667949
3	0.0002895759
4	0.0020714266
5	0.0010465914
6	0.0013160582
7	0.0008289811
8	0.0004088450
9	0.0005341664
10	0.0016766699
11	0.0021946336
12	0.0016263603
13	0.0009648672
14	0.0009330854
15	0.0009656412
16	0.0016524295
17	0.0002382638
18	0.0008113809
19	0.0001284986
20	0.0008388811
21	0.0014621556
22	0.0013871785
23	0.0000315961
24	0.0024798130
25	0.0006704614
26	0.0017481537
27	0.0015305296
28	0.0004298080
29	0.0000119988
30	0.0016332805
31	0.0012603085
32	0.0009868117
33	0.0007618387
34	0.0007425421
35	0.0002435014
36	0.0007334508
37	0.0012159675
38	0.0017360149
39	0.0023607686
40	0.0009602541
41	0.0009128513
42	0.0012717137
43	0.0019452251
44	0.0022520621
45	0.0002004992
46	0.0000617422
47	0.0013941783
48	0.0022360888
49	0.0019479464
50	0.0014153774
51	0.0009090156
52	0.0017308878
53	0.0020747215
54	0.0006115706
55	0.0008218418
56	0.0010848460
57	0.0016418554
58	0.0001209656
59	0.0007740643
60	0.0019388095
61	0.0010885629
62	0.0016168457
63	0.0005954610
64	0.0007924398
65	0.0015166383
66	0.0009056889
67	0.0013375512
68	0.0001733892
69	0.0014279957
70	0.0014231288
71	0.0008518642
72	0.0002967477
73	0.0006994011
74	0.0006074742
75	0.0001466459
76	0.0006103050
77	0.0018021820
78	0.0013846075
79	0.0004789912
80	0.0000324469
81	0.0017413202
82	0.0002459298
83	0.0007504350
84	0.0002680997
85	0.0008883397
86	0.0014470884
87	0.0015727900
88	0.0004169400
89	0.0001395857
90	0.0005365496
91	0.0009412742
92	0.0020265918
93	0.0003391850
94	0.0007530664
95	0.0008897057
96	0.0003711678
97	0.0010825992
98	0.0016334696
99	0.0003256421
100	0.0008504142
101	0.0003661197
102	0.0019665180
103	0.0020225473
104	0.0016777598
105	0.0008336843
106	0.0000157641
107	0.0014453444
108	0.0013290555
109	0.0007055763
110	0.0018096997
111	0.0003089631
112	0.0012509698
113	0.0000466362
114	0.0008018951
115	0.0017497434
116	0.0016373512
117	0.0001885275
118	0.0011917496
119	0.0018634347
120	0.0011519913
121	0.0021661373
122	0.0017705861
123	0.0006991431
124	0.0004994165
125	0.0008032893
126	0.0011026375
127	0.0016128794
128	0.0015734496
129	0.0020497073
130	0.0004178726
131	0.0003129844
132	0.0005392042
133	0.0000535449
134	0.0013968567
135	0.0006178130
136	0.0014041286
137	0.0021155480
138	0.0019757693
139	0.0000586894
140	0.0004172668
141	0.0015800527
142	0.0019058631
143	0.0005388967
144	0.0018301288
145	0.0008287941
146	0.0002408723
147	0.0003552269
148	0.0013453050
149	0.0012611196
150	0.0013688298
151	0.0001605500
152	0.0013974446
153	0.0000408073
154	0.0010730427
155	0.0008095577
156	0.0000019183
157	0.0004945745
158	0.0024653183
159	0.0014630050
160	0.0004146398
161	0.0002305040
162	0.0011243043
163	0.0007040890
164	0.0008377536
165	0.0016278880
166	0.0010419260
167	0.0002820386
168	0.0018035115
169	0.0025204403
170	0.0006915778
171	0.0019911313
172	0.0004567763
173	0.0014050794
174	0.0020934491
