0	0.0007972537
1	0.0000016976
2	0.0009440394
3	0.0006218205
4	0.0001655902
5	0.0002363121
6	0.0010460752
7	0.0015448185
8	0.0008183326
9	0.0004849879
10	0.0002655911
11	0.0002323450
12	0.0009281234
13	0.0013235283
14	0.0012741587
15	0.0023050844
16	0.0002483073
17	0.0006045734
18	0.0000995527
19	0.0005983232
20	0.0002658898
21	0.0016375138
22	0.0004992578
23	0.0012393039
24	0.0007099605
25	0.0000121837
26	0.0003214590
27	0.0007985666
28	0.0004330132
29	0.0021229756
30	0.0012158178
31	0.0006581600
32	0.0018388464
33	0.0011277598
34	0.0001563818
35	0.0007623976
36	0.0008932151
37	0.0006582178
38	0.0010486001
39	0.0006536189
40	0.0008757031
41	0.0002892048
42	0.0001661943
43	0.0006739564
44	0.0006434328
45	0.0008149999
46	0.0015751191
47	0.0012729883
48	0.0014613079
49	0.0016085039
50	0.0009595588
51	0.0006332097
52	0.0005919558
53	0.0008905373
54	0.0010449451
55	0.0006794506
56	0.0008124081
57	0.0006435947
58	0.0037756444
59	0.0007334517
60	0.0016896243
61	0.0043534468
62	0.0011523906
63	0.0005455112
64	0.0005771664
65	0.0000034884
66	0.0012238245
67	0.0009379434
68	0.0001563112
69	0.0001270740
70	0.0006521115
71	0.0023513623
72	0.0026471582
73	0.0012641979
74	0.0013386151
75	0.0002518762
76	0.0010013876
77	0.0025572948
78	0.0006060498
79	0.0015216899
80	0.0010005532
81	0.0027146765
82	0.0014490426
83	0.0017479126
84	0.0002082290
85	0.0007169610
86	0.0011524672
87	0.0003928592
88	0.0025286567
89	0.0008933127
90	0.0004174163
91	0.0002230162
92	0.0009736626
93	0.0011621983
94	0.0013481658
95	0.0017856173
96	0.0013696357
97	0.0000215484
98	0.0002591656
99	0.0022385363
100	0.0000635122
101	0.0001459886
102	0.0012572680
103	0.0003313277
104	0.0002062116
105	0.0013120150
106	0.0002893825
107	0.0007293996
108	0.0015979524
109	0.0022531823
110	0.0003862454
111	0.0012825233
112	0.0051174531
113	0.0005132004
114	0.0004533781
115	0.0010950402
116	0.0003879317
117	0.0001512706
118	0.0032327028
119	0.0005956236
120	0.0016113637
121	0.0005135717
122	0.0000976822
123	0.0007305547
124	0.0013641025
125	0.0005664177
126	0.0003718717
127	0.0006089065
128	0.0002410880
129	0.0033455123
130	0.0011727607
131	0.0001045354
132	0.0020248369
133	0.0010542194
134	0.0026932974
135	0.0006638688
136	0.0001655429
137	0.0004874037
138	0.0017886367
139	0.0003327662
140	0.0020808924
141	0.0005701157
142	0.0006719578
143	0.0012540472
144	0.0004988356
145	0.0006225020
146	0.0009874509
147	0.0005148593
148	0.0018044060
149	0.0002365418
150	0.0004899651
151	0.0009811631
152	0.0005198929
153	0.0000579043
154	0.0001218952
155	0.0010707788
156	0.0010297058
157	0.0006107134
158	0.0006640656
159	0.0014271892
160	0.0020336073
161	0.0016148333
162	0.0104752730
163	0.0005226895
164	0.0005644057
165	0.0001037586
166	0.0008381312
167	0.0014414836
168	0.0002207721
169	0.0014521167
170	0.0012332336
171	0.0016876063
172	0.0004292320
173	0.0001658601
174	0.0010429983
175	0.0008219170
176	0.0001705919
177	0.0019605271
178	0.0006608698
179	0.0004818817
180	0.0004998478
181	0.0011757258
182	0.0006311363
183	0.0005310494
184	0.0050214361
185	0.0014104088
186	0.0007812111
187	0.0006795845
188	0.0019309671
189	0.0016575705
190	0.0001883371
191	0.0012497779
192	0.0001546584
193	0.0010636482
194	0.0011126136
195	0.0019469936
196	0.0007249199
197	0.0002776943
198	0.0001448622
199	0.0006573128
200	0.0003200058
201	0.0003596623
202	0.0011331949
203	0.0000304164
204	0.0000433598
205	0.0012921580
206	0.0009060713
207	0.0009049552
208	0.0003046752
209	0.0002246384
210	0.0009653155
211	0.0061198804
212	0.0005567463
213	0.0004227772
214	0.0004315668
215	0.0003540745
216	0.0004197527
217	0.0001008906
218	0.0011834762
219	0.0026171469
220	0.0029955841
221	0.0008620323
222	0.0056148431
223	0.0005467552
224	0.0005063268
225	0.0000309335
226	0.0010717578
227	0.0001559642
228	0.0010140016
229	0.0011622277
230	0.0007441470
231	0.0007709339
232	0.0006881081
233	0.0009957661
234	0.0059679647
235	0.0008399715
236	0.0006836441
237	0.0000999038
238	0.0012667969
239	0.0005100063
240	0.0003907395
241	0.0009999282
242	0.0005844542
243	0.0032407392
244	0.0007437316
245	0.0016282582
246	0.0009122114
247	0.0003612943
248	0.0019153208
249	0.0010673824
250	0.0011711127
251	0.0013600110
252	0.0012240673
253	0.0005968468
254	0.0004327154
255	0.0007673345
256	0.0006568847
257	0.0004970598
258	0.0029628500
259	0.0066944958
260	0.0000893641
261	0.0009766950
262	0.0007223795
263	0.0013632963
264	0.0020066223
265	0.0007231961
266	0.0011177290
267	0.0008177516
268	0.0009290712
269	0.0023939324
270	0.0008131027
271	0.0001106957
272	0.0002804898
273	0.0011389103
274	0.0005231171
275	0.0013096054
276	0.0002988829
277	0.0026359192
278	0.0005789454
279	0.0004913433
280	0.0010821345
281	0.0000769921
282	0.0008520151
283	0.0007111970
284	0.0033334284
285	0.0006873604
286	0.0012321019
287	0.0008626873
288	0.0005164137
289	0.0012384806
290	0.0004196521
291	0.0010373801
292	0.0001808868
293	0.0003899317
294	0.0010836157
295	0.0005859334
296	0.0019724125
297	0.0004098153
298	0.0009247365
299	0.0009655562
300	0.0013153275
301	0.0001874059
302	0.0016420241
303	0.0002758553
304	0.0017893051
305	0.0002785844
306	0.0018937017
307	0.0008316015
308	0.0010529594
309	0.0009161736
310	0.0011081423
311	0.0007674641
312	0.0000446592
